-2.499980000199994379e+01 0.000000000000000000e+00
-2.155870740549935827e-01 0.000000000000000000e+00
-2.152998160750442813e-01 0.000000000000000000e+00
-4.871565406866876224e-02 0.000000000000000000e+00
2.500000312500165906e-05 0.000000000000000000e+00
1.599926427679417174e+00 0.000000000000000000e+00
-8.000757128412983032e-01 -1.363819454173741619e+00
-8.000757128412983032e-01 1.363819454173741619e+00
-5.066783698087327092e-01 -8.660833125169666857e-01
-5.066783698087327092e-01 8.660833125169666857e-01
-4.966609705830722366e-01 -8.544882338255894716e-01
-4.966609705830722366e-01 8.544882338255894716e-01
2.435782703433438112e-02 -3.847000789347511385e-02
2.435782703433438112e-02 3.847000789347511385e-02
1.076499080375221407e-01 -1.864551101511056075e-01
1.076499080375221407e-01 1.864551101511056075e-01
1.077935370274968052e-01 -1.867038828591814914e-01
1.077935370274968052e-01 1.867038828591814914e-01
1.003339340391804946e+00 -1.159507869137710659e-02
1.003339340391804946e+00 1.159507869137710659e-02
